96258632,FLORENCIO GARCIA WALTER,993338854,10000
94080926,SORIA CRUZ MADELEINE,6726720,10000
42157219,LUNA CUEVA RICHARD,6465719,5000
86241107,SANCHEZ EPIQUEN EDGAR MELVIN,3096849,10000
26290971,SANTISTEBAN AYALA CAROLA MARITZA,988835189,5000
22280452,GONZALES MALDONADO ZKENIA ERIKA,5066321,10000
90365520,PALOMINO ADAMS SANDRO RONALD,964902408,10000
40348917,VEGA TSUKAZAN VALENTINA,962692699,10000
95161027,FALCON POZO WALTER,907875771,5000
77191257,CORRALES ZUNIGA JENNY,6329003,10000
62324793,GAVIDIA MORENO ISRAEL ROLANDO,979240911,5000
16151792,DURAND CASTRO FLOR MARTHA,8008929,10000
66409237,CANO DELGADO WILLIAMS,969142116,20000
63437380,PINTO CABELLO SILVIA FELICITA,8343056,10000
95015539,CHANG SAONA RONALD,974180726,10000
25171011,CRUZ JUGO SANDRO FAUSTO,982755508,10000
90237332,ESPINOZA CASTRO YDALI GIOVANA,8119710,10000
87800799,QUIROGA SALAZAR JOHNNY ROBERTO,8105714,10000
38637282,TABORI CARBAJAL YDALI MAGDA,914898726,10000
15561764,VILLEGAS CASTRO ALONSO,4983446,10000
45877001,SORIA VILLA HENRRY,876812206,10000
87813843,AYALA ACUNA RONY ALEX,967252992,10000
78757121,ASTETE SOLIS FANNY,881829766,5000
53166028,CANO CHUNG EMILIO NICOLAS,935212007,10000
15210391,QUIROGA CASANOVA BRUNO,912496602,5000
89429489,SERRANO IPARRAGUIRRE VIRGINIA,926380835,10000
43488351,MINAYA CERNA LORENA FIORELLA,7039872,20000
73185299,CORTES LANDA SURAMI,3032891,5000
36380447,RIVERO RETTO JESUS,963345715,10000
97403853,PISCOYA MALCA MARIA MONICA,906047403,5000
13245501,ESCALANTE YINO EDWARD GONZALO,897778693,10000
89148118,ZAMBRANO LEYVA ALVARO,987004291,5000
93845419,QUIO GAVIDIA DIALY FELICITA,5696816,10000
19829266,TOMASICHE MEJIA MELVIN,915529528,10000
26233063,TSUKAZAN AYALA MARINA MAGDA,937953132,10000
78922174,ALAMO MEZA ALVARO,5307494,5000
42798099,ZEGARRA MUNOZ SONIA GUIDA,874064223,10000
79901434,SALAZAR FLORENCIO SANDRO JOHNNY,910817217,10000
50375303,SANCHEZ HUAYANAY DIALY LUCERO,5956481,5000
55552996,SUCHERO PRECIADO MILAGROS ERICKA,971740977,10000
45828535,SEDANO MERCADO FIORELLA GLORIA,4957431,10000
44229880,PALOMARES BARRIOS EDWARD CESAR,887564400,5000
59162728,HUAYANAY CORTES GLENDA MARINA,960688828,10000
88995291,PEREZ TORRES MILAGROS REBECA,960731274,10000
73914283,CASANOVA CARBAJAL RICARDO ISRAEL,5786088,10000
44679500,CORREA ARCA HELI,3659359,5000
59407188,CANALES MOYA ALONSO JULIO,957111009,10000
27635082,CONTRERAS GUEVARA MARINA,984517554,10000
54716824,VALVERDE SEGURA MIGUEL JOSE,968948630,10000
40112594,CARO RARAZ CHRISTIAN RONAL,4538089,10000
37110873,VERGEL HIJAR JESUS,8271950,5000
83505958,CONTRERAS MEZA ERIKA BLANCA,3913878,10000
85871751,AYALA LAURA JANET,933420698,10000
11602775,HIJAR ARCA ADOLFO,904695641,10000
86402303,RUIZ RUIZ OFELIA DELIA,972026581,10000
23928045,ARCA VILCA RONALD,5399501,10000
12663268,BARRERA FLORES ENRIQUE,891999690,10000
42928709,HERNANDEZ MALCA VIRGINIA,6822015,5000
85949265,LEYVA GONZALES CINTHIA,947841946,10000
17972674,PISCOYA PORTUGAL WALDEMAR GUSTAVO,7133680,5000
38913831,FUENTES TSUKAZAN PATRICIA OFELIA,950215881,10000
36008913,CASTILLO ZAMORA VICTOR NESTOR,985923364,5000
49087435,GALLO MARTINEZ VICTOR GUILLERMO,3714856,5000
58187172,SUAREZ ZIMIC MOISES,882248669,10000
69324480,FLORES IPARRAGUIRRE HENRRY RICARDO,993711730,10000
32565207,RIVERA ZARATE MARINA,2654996,5000
71463316,PRADO CALIXTO KARIN,998998403,10000
86828079,PRECIADO ADAMS ERIKA DELIA,884791387,10000
29337157,VIZCARDO YEP GUIDA YOLANDA,908273495,10000
32904023,PRADO FORZANI LOURDES,4053489,5000
28390487,IPARRAGUIRRE PAREDES RAUL,967488454,5000
98589725,FORZANI ANTEZANO OSCAR JOSE,894689292,10000
77484838,EPIQUEN ALAMO NANCY,941780448,5000
88956889,CHUMPITAZ CARBAJAL MARITZA,935335997,10000
89863424,SANTISTEBAN BRAVO EDGARD,990095135,5000
99842319,MARTINEZ MARTINEZ CARMELA,5042430,5000
98140264,ALAMO ZEGARRA ISRAEL GUSTAVO,990418360,10000
69639726,ROJAS PATINO GONZALO JAIR,930532818,5000
93160528,SANTISTEBAN MARTEL MARTIN LUIS,945101047,5000
24995742,MEREL TAVERA WALTER,8695140,5000
43043986,LOZADA VALVERDE MOISES HENRRY,8816113,10000
52097922,CUBA DURAND YVONNE,3509438,5000
